scientific_name,TermTotalTrade,term
Tridacna squamosa,2,bodies
Trioceros camerunensis,2,live
Trisetella fissidens,2,live
Trisetella tenuissima,2,live
Trisetella vittata,2,live
Trochilidae spp.,2,specimens
Trochocyathus cepulla,2,live
Troides aeacus,2,trophies
Troides helena,2,pupae
Tropidophis spp.,2,live
Tubastraea coccinea,2,carvings
Tubastraea spp.,2,specimens
Tuberolabium phillipsii,2,live
Tuberolabium spp.,2,live
Tuberolabium woodii,2,live
Tubiporidae spp.,2,raw corals
Tupaia glis,2,specimens
Tupaia montana,2,specimens
Tupinambis teguixin,2,carvings
Tupinambis teguixin,2,unspecified
Turbinaria frondens,2,raw corals
Turbinicarpus alonsoi,2,live
Turbinicarpus beguinii,2,live
Turbinicarpus hoferi,2,live
Tursiops truncatus,2,skin pieces
Tursiops truncatus,2,teeth
Turtur abyssinicus,2,live
Uncarina stellulifera,2,live
Uncifera spp.,2,live
Uromastyx princeps,2,live
Uroplatus guentheri,2,specimens
Uroplatus malama,2,live
Ursus americanus,2,genitalia
Ursus arctos,2,bones
Ursus arctos,2,carvings
Ursus arctos,2,feet
Ursus arctos,2,leather products (small)
Ursus spp.,2,meat
Ursus spp.,2,specimens
Ursus thibetanus,2,medicine
Vanda coerulea,2,dried plants
Vanda hybrid,2,flowers
Vanda javierae,2,live
Vanda limbata,2,live
Vanda spathulata,2,live
Vanda spp.,2,dried plants
Vanda subconcolor,2,live
Vanda tessellata,2,derivatives
Vanilla claviculata,2,live
Vanilla pfaviana,2,live
Vanilla spp.,2,specimens
Varanus bengalensis,2,skins
Varanus cumingi,2,leather products (small)
Varanus griseus,2,live
Varanus indicus,2,skin pieces
Varanus niloticus,2,bodies
Varanus niloticus,2,meat
Varanus salvator,2,extract
Varanus spp.,2,garments
Varanus spp.,2,specimens
Varanus spp.,2,unspecified
Varanus tristis,2,live
Varanus varius,2,live
Verticordia grandis,2,flowers
Vicugna vicugna,2,leather items
Vicugna vicugna,2,skin pieces
Vidua macroura,2,specimens
Viverra civettina,2,live
Viverricula indica,2,specimens
Vulpes vulpes pusilla,2,skin pieces
Vultur gryphus,2,specimens
Warczewiczella ionoleuca,2,live
Weberbauerocereus rauhii,2,live
Weberocereus tonduzii,2,live
Xylobium foveatum,2,live
Zamia acuminata,2,live
Zamia furfuracea,2,roots
Zamia obliqua,2,live
Zamia portoricensis,2,live
Zamia skinneri,2,live
Zamiaceae spp.,2,seeds
Zygosicyos pubescens,2,live
Zygosicyos tripartitus,2,live
Zygostates kuhlmannii,2,live
Zygostates spp.,2,live
Sarcoramphus papa,1,skeletons
Sarkidiornis melanotos,1,bodies
Sarkidiornis melanotos,1,live
Sarkidiornis melanotos,1,unspecified
Sarracenia farnhamii,1,live
Sarracenia flava,1,roots
Sauromalus varius,1,live
Saussurea costus,1,live
Saussurea costus,1,specimens
Scaphiophryne marmorata,1,live
Scaphosepalum pulvinare,1,live
Scaphosepalum spp.,1,specimens
Scaphosepalum swertiaefolium,1,live
Scaphyglottis spp.,1,dried plants
Scaphyglottis spp.,1,specimens
Scapophyllia spp.,1,specimens
Scelochilus saccatus,1,live
Schizoculina africana,1,live
Schlimmia spp.,1,live
Schlumbergera kautskyi,1,live
Schlumbergera truncata,1,graft rootstocks
Schlumbergera truncata,1,roots
Schlumbergera x buckleyi,1,live
Schoenorchis fragans,1,live
Schoenorchis micrantha,1,live
Schoenorchis paniculata,1,live
Schoenorchis spp.,1,leaves
Schomburgkia crispa,1,cultures
Schomburgkia elata,1,live
Schomburgkia heidii,1,live
Scleractinia spp.,1,coral sand
Scleractinia spp.,1,jewellery
Sclerhelia spp.,1,live
Sclerocactus mariposensis,1,live
Sclerocactus polyancistrus,1,live
Sclerocactus pubispinus,1,live
Sclerocactus spinosior,1,live
Sclerocactus wrightiae,1,live
Scolymia cubensis,1,live
Scuticaria peruviana,1,live
Sedirea hybrid,1,live
Seegeriella pinifolia,1,live
Seidenfadenia spp.,1,live
Selasphorus flammula,1,specimens
Selasphorus scintilla,1,specimens
Selenicereus grandiflorus,1,derivatives
Selenicereus grandiflorus,1,flowers
Serapias lingua,1,live
Serapias vomeracea,1,live
Seriatopora aculeata,1,raw corals
Seriatopora hystrix,1,specimens
Serinus spp.,1,live
Serpentes spp.,1,derivatives
Serpentes spp.,1,live
Shinisaurus crocodilurus,1,bodies
Shinisaurus crocodilurus,1,specimens
Siderastrea siderea,1,specimens
Siderastrea spp.,1,live
Siderastrea spp.,1,raw corals
Siebenrockiella crassicollis,1,unspecified
Siebenrockiella leytensis,1,live
Sigmatostalix adelaidae,1,live
Sigmatostalix auriculata,1,live
Sigmatostalix crescentilabia,1,live
Sigmatostalix curvipetala,1,live
Sigmatostalix eliae,1,specimens
Sigmatostalix ibis,1,live
Sigmatostalix posadarum,1,live
Sigmatostalix racemifera,1,live
Sirhookera spp.,1,live
Smaug vandami,1,specimens
Smaug warreni,1,specimens
Sobennikoffia robusta,1,roots
Sobralia lindleyana,1,live
Sobralia spp.,1,cultures
Sobralia spp.,1,dried plants
Sobralia valida,1,live
Sobralia warscewiczii,1,live
Solenangis aphylla,1,live
Solenangis clavata,1,live
Solenangis spp.,1,live
Solenastrea bournonii,1,specimens
Sophronitella spp.,1,live
Sophronitis spp.,1,cultures
Sotalia fluviatilis,1,specimens
Sousa chinensis,1,live
Sousa chinensis,1,teeth
Sousa spp.,1,live
Spathoglottis paulinae,1,live
Spathoglottis spp.,1,dried plants
Specklinia areldii,1,live
Specklinia macroblepharis,1,live
Sphaeropteris atrospinosa,1,specimens
Sphaeropteris atrox,1,live
Sphaeropteris cooperi,1,fibres
Sphaeropteris glauca,1,flower pots
Sphaeropteris horrida,1,specimens
Sphaeropteris lepifera,1,chips
Sphaeropteris lepifera,1,powder
Sphaeropteris lepifera,1,sawn wood
Sphaeropteris lepifera,1,wood products
Sphaeropteris medullaris,1,dried plants
Sphaeropteris novae-caledoniae,1,live
Sphaeropteris spp.,1,specimens
Spheniscus hybrid,1,live
Sphenodon punctatus,1,eggs
Sphenodon punctatus,1,live
Sphenodon punctatus,1,specimens
Sphenotrochus excavatus,1,specimens
Sphiggurus mexicanus,1,bones
Sphiggurus mexicanus,1,quills
Sphiggurus spinosus,1,bodies
Sphyrarhynchus spp.,1,live
Sphyrna lewini,1,live
Sphyrna lewini,1,meat
Sphyrna mokarran,1,bones
Sphyrna zygaena,1,specimens
Spilocuscus maculatus,1,leather items
Spilocuscus maculatus,1,specimens
Spilornis cheela,1,trophies
Spiranthes calcarata,1,live
Spiranthes hybrid,1,live
Spiranthes romanzoffiana,1,leaves
Spiranthes sinensis,1,extract
Spiranthes spiralis,1,live
Spizaetus cirrhatus,1,live
Spizaetus cirrhatus,1,skins
Spizaetus tyrannus,1,specimens
Sporopipes frontalis,1,live
Stangeria eriopus,1,dried plants
Stangeria spp.,1,live
Stangeriaceae spp.,1,live
Stanhopea cirrhata,1,live
Stanhopea graveolens,1,dried plants
Stanhopea herrenhusana,1,live
Stanhopea inodora,1,live
Stanhopea maduroi,1,live
Stanhopea napoensis,1,live
Stanhopea ospinae,1,live
Stanhopea schilleriana,1,live
Stanhopea spp.,1,dried plants
Staurochilus guibertii,1,live
Staurochilus loherianus,1,live
Stelis allenii,1,live
Stelis atroviolacea,1,live
Stelis benzingii,1,live
Stelis cocornaensis,1,live
Stelis dapsilis,1,live
Stelis hirtzii,1,live
Stelis hybrid,1,live
Stelis lankesteri,1,live
Stelis muscifera,1,live
Stelis nycterina,1,live
Stelis parvula,1,live
Stelis pittieri,1,live
Stelis spp.,1,dried plants
Stelis striolata,1,live
Stelis uniflora,1,live
Stenella attenuata,1,bones
Stenella attenuata,1,skin pieces
Stenella attenuata,1,teeth
Stenella clymene,1,specimens
Stenella longirostris,1,bodies
Stenella longirostris,1,skulls
Stenella spp.,1,bones
Steno bredanensis,1,skin pieces
Stenocactus spp.,1,seeds
Stenocereus alamosensis,1,stems
Stenocereus gummosus,1,stems
Stenocereus standleyi,1,live
Stenocereus stellatus,1,seeds
Stenocereus thurberi,1,stems
Stenoglottis longifolia,1,live
Stenorrhynchos lanceolatum,1,live
Stephanocereus leucostele,1,specimens
Stephanocyathus platypus,1,live
Stephanocyathus spp.,1,specimens
Stereochilus spp.,1,live
Sternbergia spp.,1,roots
Sternoclyta cyanopectus,1,skins
Stichopathes regularis,1,live
Stichopathes spp.,1,raw corals
Stigmochelys pardalis,1,bodies
Stigmochelys pardalis,1,carvings
Stigmochelys pardalis,1,specimens
Stigmochelys pardalis,1,trophies
Stilifolium spp.,1,live
Streptopelia decipiens,1,specimens
Streptopelia roseogrisea,1,live
Streptopelia roseogrisea,1,specimens
Streptopelia semitorquata,1,live
Streptopelia turtur,1,live
Streptopelia turtur,1,specimens
Strigidae spp.,1,feet
Strigiformes spp.,1,bodies
Strigiformes spp.,1,carvings
Strigiformes spp.,1,specimens
Strigiformes spp.,1,trophies
Strigops habroptila,1,bodies
Strix chacoensis,1,live
Strix leptogrammica,1,bodies
Strix nebulosa,1,feathers
Strix nebulosa,1,skins
Strix occidentalis,1,claws
Strix occidentalis,1,live
Strix rufipes,1,bodies
Strix rufipes,1,specimens
Strix uralensis,1,specimens
Strix varia,1,bodies
Strix varia,1,feathers
Strix varia,1,skeletons
Strix virgata,1,bodies
Strix virgata,1,skins
Strombocactus spp.,1,live
Struthio camelus,1,bodies
Struthio camelus,1,derivatives
Struthio camelus,1,eggs (live)
Struthio camelus,1,leather items
Struthio camelus,1,meat
Stylaster californicus,1,live
Stylaster roseus,1,raw corals
Stylaster roseus,1,specimens
Stylasteridae spp.,1,live
Stylasteridae spp.,1,specimens
Stylocoeniella spp.,1,live
Stylophora danae,1,raw corals
Stylophora pistillata,1,carvings
Stylophora spp.,1,carvings
Sulcorebutia spp.,1,live
Sunipia cirrhata,1,live
Sunipia grandiflora,1,live
Sunipia intermedia,1,live
Sunipia scariosa,1,live
Sunipia spp.,1,live
Swietenia macrophylla,1,derivatives
Swietenia macrophylla,1,live
Swietenia macrophylla,1,wood product
Swietenia mahagoni,1,logs
Swietenia spp.,1,timber
Symphalangus syndactylus,1,skins
Symphyllia recta,1,raw corals
Symphyllia spp.,1,derivatives
Symphyllia valenciennesii,1,live
Symphyllia valenciennesii,1,raw corals
Symphyllia wilsoni,1,raw corals
Syrmaticus ellioti,1,eggs
Syrmaticus ellioti,1,skins
Syrmaticus humiae,1,bodies
Tachigali versicolor,1,seeds
Tacinga spp.,1,live
Taeniophyllum hirtum,1,live
Tamandua tetradactyla chapadensis,1,bodies
Tamandua tetradactyla chapadensis,1,specimens
Tanacetipathes hirta,1,live
Tanacetipathes spp.,1,specimens
Tangara fastuosa,1,feathers
Taphrolesbia griseiventris,1,specimens
Taphrospilus hypostictus,1,specimens
Tapirus bairdii,1,specimens
Tapirus pinchaque,1,bones
Tapirus pinchaque,1,live
Tapirus terrestris,1,derivatives
Tapirus terrestris,1,feet
Tapirus terrestris,1,leather products (small)
Tarsius bancanus,1,specimens
Tarsius syrichta,1,live
Tasmacetus shepherdi,1,bones
Tauraco corythaix,1,trophies
Tauraco hartlaubi,1,feathers
Tauraco livingstonii,1,specimens
Tauraco macrorhynchus,1,trophies
Tauraco persa,1,bodies
Tauraco persa,1,skins
Tauraco porphyreolophus,1,specimens
Tauraco schalowi,1,specimens
Tauraco spp.,1,feathers
Taxipathes recta,1,live
Taxus chinensis,1,cultures
Taxus chinensis,1,extract
Taxus hybrid,1,powder
Taxus hybrid,1,stems
Taxus spp.,1,extract
Taxus spp.,1,medicine
Taxus wallichiana,1,derivatives
Taxus wallichiana,1,live
Tayassu pecari,1,carvings
Tayassu pecari,1,claws
Tayassu pecari,1,fur product (small)
Tayassu pecari,1,plates
Tayassu spp.,1,skin pieces
Teagueia teaguei,1,live
Teagueia tentaculata,1,live
Teinopalpus spp.,1,bodies
Terathopius ecaudatus,1,skins
Terrapene carolina,1,specimens
Terrapene coahuila,1,carvings
Terrapene spp.,1,derivatives
Terrapene spp.,1,powder
Testudines spp.,1,eggs
Testudinidae spp.,1,leather items
Testudinidae spp.,1,powder
Testudinidae spp.,1,skeletons
Testudinidae spp.,1,skin pieces
Testudo graeca,1,bodies
Testudo graeca,1,derivatives
Testudo horsfieldii,1,bodies
Testudo marginata,1,bodies
Testudo marginata,1,carvings
Testudo spp.,1,carvings
Testudo spp.,1,powder
Tetracentron sinense,1,live
Tetracerus quadricornis,1,derivatives
Thalurania colombica,1,skins
Thalurania furcata,1,live
Thecopus secunda,1,live
Thecopus spp.,1,live
Thecostele alata,1,cultures
Thelasis micrantha,1,live
Thelocactus hastifer,1,live
Thelocactus leucacanthus,1,seeds
Thelocactus spp.,1,seeds
Thelymitra spp.,1,cultures
Theropithecus gelada,1,skins
Theropithecus gelada,1,specimens
Threnetes niger,1,live
Threnetes niger,1,specimens
Threnetes ruckeri,1,bodies
Threnetes ruckeri,1,live
Threskiornis aethiopicus,1,skeletons
Threskiornis aethiopicus,1,trophies
Threskiornis aethiopicus,1,unspecified
Thrixspermum acutilobum,1,live
Thrixspermum bromeliforme,1,live
Thrixspermum purpurascens,1,live
Thrixspermum recurvum,1,live
Thrixspermum robinsonii,1,live
Thrixspermum spp.,1,leaves
Thrixspermum spp.,1,stems
Thrixspermum trichoglottis,1,live
Thylacinus cynocephalus,1,specimens
Thysanoglossa spp.,1,live
Tillandsia spp.,1,dried plants
Tillandsia sprengeliana,1,live
Tillandsia sucrei,1,live
Tilmatura dupontii,1,bodies
Tinamus solitarius,1,skins
Tolumnia guianensis,1,live
Tolumnia spp.,1,cultures
Tolumnia spp.,1,dried plants
Tomistoma schlegelii,1,live
Totoaba macdonaldi,1,meat
Touit batavicus,1,bodies
Trachemys scripta,1,live
Trachypithecus auratus,1,specimens
Trachypithecus barbei,1,meat
Trachypithecus hatinhensis,1,specimens
Trachypithecus obscurus,1,live
Trachypithecus vetulus,1,specimens
Tragelaphus eurycerus,1,horns
Tragelaphus eurycerus,1,skins
Tragelaphus eurycerus,1,specimens
Tragelaphus spekii,1,feet
Tragelaphus spekii,1,teeth
Tragopan satyra,1,bodies
Tragopan satyra,1,skins
Tragopan satyra,1,specimens
Trematotrochus corbicula,1,live
Treron calvus,1,trophies
Tribolonotus gracilis,1,skins
Tribolonotus novaeguineae,1,live
Trichechus manatus,1,bodies
Trichechus manatus,1,bones
Trichechus manatus,1,skeletons
Trichocentrum ascendens,1,live
Trichocentrum spp.,1,derivatives
Trichocentrum stipitatum,1,live
Trichocentrum teres,1,live
Trichoglossus chlorolepidotus,1,bodies
Trichoglossus haematodus,1,unspecified
Trichoglossus rubiginosus,1,live
Trichoglossus spp.,1,specimens
Trichoglottis celebica,1,live
Trichoglottis lanceolaria,1,live
Trichoglottis latisepala,1,live
Trichoglottis orchidea,1,live
Trichoglottis pusilla,1,live
Trichopilia aenigma,1,live
Trichopilia galeottiana,1,live
Trichopilia maculata,1,live
Trichopilia oicophylax,1,live
Trichosalpinx spp.,1,dried plants
Triclaria malachitacea,1,live
Tridacna crocea,1,derivatives
Tridacna crocea,1,specimens
Tridacna gigas,1,specimens
Tridacna spp.,1,specimens
Tridacna squamosa,1,jewellery
Tridacna tevoroa,1,shells
Tridactyle bicaudata,1,live
Tridactyle gentilii,1,live
Tridactyle spp.,1,live
Tridactyle tridentata,1,live
Trigonidium egertonianum,1,fruit
Trigonidium latifolium,1,live
Trigonoceps occipitalis,1,specimens
Trillium luteum,1,live
Trillium pusillum,1,live
Trimeresurus mangshanensis,1,live
Trioceros chapini,1,live
Trioceros goetzei,1,live
Trioceros hoehnelii,1,specimens
Trioceros incornutus,1,live
Trioceros johnstoni,1,specimens
Trioceros montium,1,specimens
Trioceros pfefferi,1,specimens
Trioceros quadricornis,1,leather products (small)
Trioceros schubotzi,1,live
Trisetella gemmata,1,live
Trissopathes spp.,1,specimens
Trochilidae spp.,1,bodies
Trochilidae spp.,1,derivatives
Trochilidae spp.,1,feathers
Trochilidae spp.,1,live
Trochilidae spp.,1,skulls
Trochilus hybrid,1,specimens
Trochilus polytmus,1,feathers
Trochilus scitulus,1,specimens
Trogonoptera brookiana,1,specimens
Trogonoptera spp.,1,unspecified
Troides hybrid,1,bodies
Troides hypolitus,1,specimens
Troides rhadamantus,1,eggs (live)
Tropidophis greenwayi,1,live
Tropidophis melanurus,1,live
Tubastraea coccinea,1,specimens
Tubastraea micranthus,1,specimens
Tubastraea tagusensis,1,live
Tubastraea tagusensis,1,specimens
Tuberolabium minutum,1,live
Tubipora spp.,1,unspecified
Tubiporidae spp.,1,carvings
Tunilla corrugata,1,live
Tupaia everetti,1,specimens
Tupaia glis,1,skeletons
Tupaia montana,1,bodies
Tupaia montana,1,hair
Tupaia nicobarica,1,live
Tupaia palawanensis,1,specimens
Tupaia tana,1,specimens
Tupinambis teguixin,1,bodies
Tupinambis teguixin,1,plates
Tupinambis teguixin,1,specimens
Turbinaria frondens,1,live
Turbinaria heronensis,1,live
Turbinicarpus alonsoi,1,seeds
Turbinicarpus mandragora,1,seeds
Tursiops spp.,1,live
Tursiops spp.,1,skulls
Tursiops spp.,1,specimens
Tursiops truncatus,1,bones
Turtur afer,1,specimens
Tylototriton asperrimus,1,specimens
Tylototriton kweichowensis,1,live
Tyto alba,1,eggs
Tyto alba,1,skulls
Tyto alba,1,trophies
Tyto capensis,1,eggshell
Tyto capensis,1,skeletons
Tyto glaucops,1,live
Tyto glaucops,1,specimens
Tyto spp.,1,bodies
Umbellapathes spp.,1,specimens
Uncia uncia,1,bodies
Uncia uncia,1,skins
Uncia uncia,1,skulls
Uncia uncia,1,specimens
Ungaliophis continentalis,1,live
Ungaliophis continentalis,1,specimens
Uromastyx aegyptia,1,bodies
Uromastyx macfadyeni,1,live
Uromastyx spp.,1,bodies
Uromastyx spp.,1,leather items
Uromastyx spp.,1,leather products (small)
Uroplatus henkeli,1,specimens
Uroplatus sameiti,1,specimens
Uroplatus sikorae,1,bodies
Uroplatus sikorae,1,specimens
Uroplatus spp.,1,specimens
Ursidae spp.,1,teeth
Ursus americanus,1,bone carvings
Ursus americanus,1,carvings
Ursus americanus,1,leather products (large)
Ursus arctos,1,powder
Ursus arctos,1,skeletons
Ursus arctos isabellinus,1,trophies
Ursus hybrid,1,bones
Ursus maritimus,1,bone pieces
Ursus maritimus,1,feet
Ursus maritimus,1,leather products (small)
Ursus maritimus,1,shoes
Ursus spp.,1,trophies
Ursus thibetanus,1,carvings
Ursus thibetanus,1,claws
Ursus thibetanus,1,plates
Ursus thibetanus,1,skins
Ursus thibetanus,1,trophies
Vanda bidupensis,1,live
Vanda cristata,1,unspecified
Vanda hybrid,1,dried plants
Vanda lilacina,1,dried plants
Vanda lindeni,1,live
Vanda liouvillei,1,live
Vanda pumila,1,unspecified
Vanda scandens,1,live
Vanda spp.,1,flowers
Vanda spp.,1,oil
Vanda spp.,1,specimens
Vanda vipanii,1,live
Vandopsis spp.,1,live
Vanilla angustipetala,1,live
Vanilla borneensis,1,live
Vanilla planifolia,1,extract
Vanilla planifolia,1,specimens
Vanilla spp.,1,dried plants
Vanilla spp.,1,flowers
Varanus albigularis,1,bodies
Varanus albigularis,1,specimens
Varanus albigularis,1,unspecified
Varanus bengalensis,1,live
Varanus bengalensis,1,shoes
Varanus brevicauda,1,specimens
Varanus caudolineatus,1,live
Varanus caudolineatus,1,specimens
Varanus cumingi,1,live
Varanus cumingi,1,skins
Varanus cumingi,1,specimens
Varanus dalubhasa,1,specimens
Varanus doreanus,1,specimens
Varanus dumerilii,1,bodies
Varanus dumerilii,1,specimens
Varanus dumerilii,1,unspecified
Varanus exanthematicus,1,garments
Varanus exanthematicus,1,leather products (large)
Varanus exanthematicus,1,skin pieces
Varanus exanthematicus,1,trophies
